year_month_day,ma_20,ma_50,rsi,macd,macd_signal,bb_high,bb_low,roc,not,red_green,close
2019-02-09,3519.916,3492.185,57.57253017131327,-28.09596563423065,-55.606699443921286,3660.7878639988257,3351.899136001175,6.727428912540214,192209,green,3665.18
2019-02-10,3561.6099999999997,3516.7810000000004,58.400237256430515,-13.251672586152381,-47.13569407236751,3685.9592048317454,3342.0437951682543,7.8867442187719865,171099,green,3680.06
2019-02-11,3606.746,3533.679,54.62058095812218,-5.380141877986716,-38.78458363349135,3694.8422760000894,3339.172723999912,4.99887223915471,172626,red,3631.05
2019-02-12,3653.358,3546.3480000000004,54.64702496833318,0.8810305216070446,-30.851460802471674,3705.1316088944955,3336.7473911055035,5.747066189103408,198996,green,3631.46
2019-02-13,3643.4300000000003,3561.4770000000003,52.862103313627664,4.016695159219125,-23.877829610133514,3710.0167206099627,3335.840279390038,4.255546537187287,167690,red,3609.4
2019-02-14,3628.506,3574.2110000000002,51.32039332972674,4.924732181174932,-18.117317251871828,3712.7431102698733,3335.6408897301276,2.4478068460983162,155215,red,3590.56
2019-02-15,3612.9880000000003,3587.299,52.268118351977556,6.5301203644030466,-13.187829728616855,3716.9089799534772,3335.1970200465244,4.174534644646922,151256,green,3602.47
2019-02-16,3610.46,3608.603,53.57094423231186,8.985052754518165,-8.753253231989852,3724.273569510159,3334.58943048984,4.481089852795955,149393,green,3618.41
2019-02-17,3617.6839999999997,3635.5209999999997,57.43079029190777,14.728432231052011,-4.05691613938148,3739.6472649990224,3342.558735000978,5.645539939912253,179511,green,3667.58
2019-02-18,3675.524,3659.477,70.03526249749738,37.489331453623436,4.252333379219503,3808.8330532808423,3322.1289467191573,14.483888681699785,393515,green,3898.6
2019-02-19,3738.97,3683.738,70.41059478690678,55.627821369271715,14.527430977229947,3867.8384724200296,3308.08452757997,14.989112523540484,332281,green,3907.79
2019-02-20,3812.424,3712.7059999999997,72.87694392103411,74.1468340226238,26.45131158630872,3930.7787986155217,3298.7082013844774,8.491298264025533,250176,green,3969.74
2019-02-21,3876.204,3743.332,69.60612790159512,85.22404525789761,38.205858320626504,3975.80028095429,3301.2107190457104,7.42473766636291,209571,red,3937.31
2019-02-22,3935.0879999999997,3776.386,70.68486756900904,94.90113046778015,49.544912750057236,4020.5742911899233,3302.159708810076,7.6612881311717755,179588,green,3962.0
2019-02-23,3978.9199999999996,3827.2219999999993,76.38027699323351,113.82669716534883,62.40126963311556,4091.93562815213,3296.7633718478687,13.404111758306827,231563,green,4117.76
2019-02-24,3946.0739999999996,3842.522,50.830387048478585,97.50653777267053,69.42232326102656,4091.8883242173483,3324.844675782652,3.0869127017783455,410578,red,3743.56
2019-02-25,3917.71,3865.067,54.52365508755639,90.33847513997216,73.60555363681569,4096.946084251928,3355.4199157480716,6.054191832437524,262716,green,3827.92
2019-02-26,3892.094,3884.1490000000003,53.563719312560984,82.20203318968197,75.32484954738895,4087.8864687941536,3404.8655312058468,6.0901363575598255,213897,red,3809.23
2019-02-27,3863.308,3899.1980000000003,53.97644831997638,75.5957378361527,75.3790272051417,4070.144436578758,3464.574563421242,5.984782663006226,201626,green,3818.07
2019-02-28,3802.494,3890.707,53.72166934052711,69.20897380890165,74.1450165258937,4074.294660121868,3475.889339878131,5.39684557581922,233849,red,3813.69
2019-03-01,3818.382,3882.228,54.21635566249909,64.15907066722184,72.14782735415932,4078.475920463422,3487.4900795365766,4.237671707229293,179860,green,3823.0
2019-03-02,3816.7839999999997,3867.2470000000003,54.01132894502376,59.22653606143558,69.56356909561458,4081.995022102627,3497.9579778973725,-2.0179038629251544,149854,red,3819.93
2019-03-03,3816.488,3854.2909999999997,53.15251798879636,53.71544443511948,66.39394416351557,4081.6086734848186,3516.014326515181,-2.5600147397889845,127681,red,3807.75
2019-03-04,3795.934,3829.621,47.038702131144305,41.41056701353182,61.39726873351882,4078.1352486060136,3527.871751393987,-6.409487775018001,218615,red,3715.3
2019-03-05,3804.7419999999997,3803.618,55.5260738565453,42.66001556341553,57.64981809949817,4076.5393905477003,3554.300609452299,-2.021176894885085,202444,green,3857.73
2019-03-06,3812.5099999999998,3815.446,55.746461700223314,43.48063746929711,54.81598197345796,4069.32951607218,3588.638483927819,-2.528016153457846,165101,green,3861.84
2019-03-07,3823.2519999999995,3820.018,56.41426931220929,44.56937956115007,52.766661490996384,4059.7238726704077,3625.3611273295915,-5.928465962076477,180520,green,3873.64
2019-03-08,3834.6800000000003,3825.584,55.74252999296752,44.21646376916988,51.05662194663109,4046.2118196997585,3663.5211803002417,3.2410325999850396,211534,red,3864.89
2019-03-09,3880.228,3838.0809999999997,60.29044589671834,49.67025950173047,50.779349457650966,4042.978009397674,3694.3009906023262,3.0073773746577745,206869,green,3943.04
2019-03-10,3892.046,3848.3940000000002,58.132055933123496,51.28550961126621,50.88058148837402,4044.6942751648708,3694.406724835129,2.824455336117802,167920,red,3916.82
2019-03-11,3894.0,3853.255,54.50852204935018,48.360072977868185,50.37647978627285,4042.0132661900598,3693.4697338099404,1.402279161984981,209916,red,3871.61
2019-03-12,3895.818,3859.535,55.24742874226546,46.4040178038058,49.58198738977944,4031.495530920504,3695.2864690794954,1.810320188583759,182885,green,3882.73
2019-03-13,3896.04,3865.3599999999997,53.83076765809289,43.00808833348583,48.267207578520726,4024.497415696037,3695.153584303963,1.1247711221553753,186572,red,3866.0
2019-03-14,3882.8559999999998,3881.542,54.6629164791542,40.744404693395154,46.76264700149561,4013.7481460762283,3697.414853923772,1.4971478534946991,196651,green,3877.12
2019-03-15,3884.244,3888.1450000000004,58.076018770777374,42.22710948029362,45.855539497255215,3954.612711393062,3737.150288606939,3.0466811108922647,163866,green,3923.76
2019-03-16,3911.118,3902.5589999999997,63.318600781710465,49.46641255287432,46.577714108379034,3978.024354442798,3739.980645557201,7.823863483433366,216198,green,4005.98
2019-03-17,3930.8,3913.3089999999997,60.84315595841951,52.59297293677264,47.78076587405776,3995.976019003392,3737.350980996607,3.19903155482628,146953,red,3981.14
2019-03-18,3955.1619999999994,3925.601,61.280885924788514,54.97528693627328,49.21967008650086,4012.2614171501805,3738.92358284982,3.2619165993412413,157876,green,3987.81
2019-03-19,3982.844,3932.85,63.12578841160518,58.426555318374994,51.06104713287569,4032.2415933497105,3738.689406650289,3.662963001208175,147394,green,4015.53
2019-03-20,4006.7,3945.472,64.91260970827022,62.659240742319525,53.380685854764465,4054.8975766746553,3738.9684233253447,4.609445546962529,175036,green,4043.04
2019-03-21,4001.632,3956.375,58.04222421318726,60.283604071708396,54.761269498153254,4062.968275211116,3746.661724788884,0.9535789644538202,236100,red,3980.64
2019-03-22,4002.79,3966.7950000000005,58.5188239911919,58.237124012720415,55.456440401066686,4070.1396809520666,3756.1903190479334,1.789972477673206,153703,green,3986.93
2019-03-23,4006.4300000000003,3980.7960000000007,60.0029861507719,57.49213679826835,55.86357968050702,4077.1869048173503,3768.9690951826497,3.471424032895878,143155,green,4006.01
2019-03-24,4001.7599999999998,3992.3020000000006,58.37268272670991,55.15002844736409,55.720869433878434,4060.6297484396323,3813.2142515603678,2.818892892372115,131087,red,3992.18
2019-03-25,3980.376,3993.5379999999996,52.18335893327435,48.21453012745451,54.21960157259365,4059.11242276212,3822.57057723788,1.8137609932746996,227739,red,3936.12
2019-03-26,3973.958,3987.7950000000005,53.364105203823804,43.22284876424965,52.02025101092486,4057.7667940490323,3832.587205950969,1.8423468966655736,192418,green,3948.55
2019-03-27,3984.182,3993.486,60.85871731952539,45.95902035986728,50.80800488071335,4067.8864758666896,3838.9085241333105,2.9127673456072736,224309,green,4038.05
2019-03-28,3988.542,3997.486,59.67704313379524,46.76212892783133,49.99882969013695,4072.8225404838377,3850.2644595161637,0.5449353216940656,157060,red,4027.81
2019-03-29,4010.756,4006.2580000000003,65.05960650429674,52.87644898617509,50.57435354934458,4096.337370108242,3842.770629891758,3.0672119041279666,203826,green,4103.25
2019-03-30,4044.9260000000004,4012.6510000000003,65.30554290895196,57.361042205832746,51.93169128064222,4116.658408290135,3841.4645917098665,2.988106253808489,162463,green,4106.97
2019-03-31,4076.006,4024.982,64.9061232973604,59.980013620597674,53.541355748633315,4129.2546629249555,3852.1023370750454,2.201950925531614,124046,red,4103.95
2019-04-01,4097.308,4040.745,67.76150897262306,64.58792554247248,55.750669707401144,4148.418300785056,3859.1216992149452,2.510981835450563,184268,green,4144.56
2019-04-02,4263.204,4125.873,87.29686051060106,124.31802262607789,69.46414029113649,4444.486306564924,3662.1826934350756,22.02284054825355,609133,green,4857.29
2019-04-03,4429.0740000000005,4219.915000000001,88.1162887159152,175.70601296079985,90.71251482506916,4644.876176620456,3567.340823379544,23.719252658060224,692019,green,4932.6
2019-04-04,4587.411999999999,4316.169,85.44136206086269,211.25744683602898,114.82150122726114,4787.106368883175,3522.6006311168258,22.282770137867843,419141,red,4898.66
2019-04-05,4767.612,4421.808999999999,86.7934651791963,245.18261643245023,140.89372426829897,4932.719871510245,3476.884128489756,25.368846094113994,292375,green,5004.95
2019-04-06,4947.478,4522.393000000001,87.2602722641707,272.0743861569117,167.12985664602152,5063.779960847559,3452.099039152442,28.143704968344473,281237,green,5043.89
2019-04-07,5010.0740000000005,4636.639,88.6611052781901,300.12446914722295,193.72877914626184,5204.3460683787935,3429.7789316212065,30.940978333818748,274084,green,5170.27
2019-04-08,5070.934,4750.004,89.3274089923556,323.99602169920763,219.78222765685103,5339.063109733047,3417.198890266952,29.68883495746708,350828,green,5236.9
2019-04-09,5121.202,4854.307,82.51690737351335,332.0743489499164,242.24065191546413,5437.389389465119,3429.568610534882,27.861046077148625,253381,red,5150.0
2019-04-10,5181.862,4974.737,84.79097949638762,347.24313128081485,263.2411477885343,5549.737024027925,3449.981975972076,29.36696521050387,260967,green,5308.25
2019-04-11,5176.557999999999,5062.018,67.42937252969556,331.9662156565237,276.9861613621322,5596.641677492191,3506.1213225078086,22.16719381928769,369304,red,5017.37
2019-04-12,5152.106,5081.09,68.16872892207294,318.6582479661929,285.3205786829443,5638.6400180304545,3568.3229819695453,23.00369156544306,226036,green,5048.01
2019-04-13,5113.7699999999995,5092.352000000001,68.0173214328653,304.37778042572063,289.13201903149957,5668.434295579559,3643.8327044204425,21.73113671897619,138674,red,5045.22
2019-04-14,5110.030000000001,5115.616,70.21536917558154,296.587467903405,290.62310880588063,5691.5671901068035,3740.2178098931968,5.641211457417618,131700,green,5131.3
2019-04-15,5053.37,5117.616,64.3327054548361,278.62027184856106,288.22254141441675,5687.151945693832,3852.273054306167,1.8722377650731754,204944,red,5024.95
2019-04-16,5084.64,5130.599,68.32988806860399,273.23594135717485,285.2252214029684,5695.0442613280675,3957.9477386719345,5.615004919712746,168550,green,5173.72
2019-04-17,5115.602,5133.854,69.06029075021496,268.2250164268062,281.82518040773596,5686.067130685178,4084.4258693148204,3.9534860488116745,179490,green,5202.82
2019-04-18,5158.246000000001,5136.008,70.46248873893252,265.6793058240737,278.59600549100355,5673.430544806653,4212.581455193345,4.253661360576841,167110,green,5258.44
2019-04-19,5183.722,5146.875999999999,70.46870802451679,260.6762641173864,275.01205721628014,5633.358781558558,4367.824218441441,1.7099687250375677,178148,green,5258.68
2019-04-20,5237.0779999999995,5145.224,71.36291951277877,256.42229965639217,271.2941057043025,5552.3678969335615,4567.593103066438,1.0469934503236635,157080,green,5291.73
2019-04-21,5253.562,5169.101000000001,68.941986362461,247.32814174927262,266.50091291329653,5380.485941147367,4850.633058852633,2.060970873786414,210494,red,5256.14
2019-04-22,5284.426,5200.014,71.85954365686838,245.44151499299005,262.2890333292353,5397.49386047433,4883.610139525671,0.9210191682758032,210361,green,5357.14
2019-04-23,5331.400000000001,5244.823,75.23702722158865,252.0288984176359,260.23700634691545,5449.859605042448,4887.315394957552,9.485846170404026,282563,green,5493.31
2019-04-24,5362.664,5273.193,70.03137409374052,248.07087804187177,257.80378068590676,5466.469896732127,4922.339103267872,7.269993522199833,339599,red,5415.0
2019-04-25,5348.298000000001,5292.688,59.066374025459695,226.5793136102402,251.55888727077348,5463.045287357408,4947.258712642592,3.4622870756874704,331089,red,5219.9
2019-04-26,5359.89,5306.726000000001,62.14802108269765,214.6736228035752,244.18183437733384,5469.5641939660045,4967.760806033996,3.5624500613879553,333183,green,5314.1
2019-04-27,5347.6,5316.013,61.17864982724022,201.43077533050564,235.63162256796824,5476.950639518349,4972.916360481651,5.387914307605047,145733,red,5295.69
2019-04-28,5310.442,5320.921,61.59320896763512,189.70352132362223,226.44600231909905,5483.019471153601,4973.909528846399,2.586146911699902,127730,green,5307.52
2019-04-29,5275.07,5318.867,57.701526513092794,172.81905141710558,215.72061213870035,5484.879305932695,4980.863694067305,0.678862616811664,178472,red,5238.14
2019-04-30,5295.252,5321.775,60.87379959315643,164.21578808388495,205.41964732773727,5486.316843192691,4980.682156807309,1.1860932139570064,180989,green,5320.81
2019-05-01,5309.072,5334.481000000001,63.12165818976454,160.58091466801216,196.45190079579226,5492.036601241753,5011.545398758248,2.367894604729695,161488,green,5383.2
2019-05-02,5348.508,5348.054,66.73903461941356,164.65170142574152,190.09186092178211,5517.051329373876,5031.016670626123,3.801025373554591,181896,green,5492.87
2019-05-03,5441.5419999999995,5375.992,73.80044979676995,188.28651496611928,189.73079173064954,5615.408628383177,5005.406371616822,9.827554060584369,338298,green,5772.69
2019-05-04,5559.804,5417.437,74.96165975382412,209.1859669995647,193.62182678443259,5713.576697899755,4977.053302100244,8.816458035444276,283145,green,5829.45
2019-05-05,5650.766,5473.009,71.71530882447365,218.88216483773977,198.67389439509404,5765.585166143984,5000.111833856016,5.139160178471623,185365,red,5775.62
2019-05-06,5723.683999999999,5516.378,70.02683520215447,221.76446041080817,203.2920075982369,5812.901356227229,5010.20264377277,6.145706371191135,230431,red,5747.79
2019-05-07,5794.378,5571.443,72.49629371617249,229.35697733659435,208.5050015459084,5875.045095956109,5012.410904043891,12.000996187666441,301388,green,5846.34
2019-05-08,5837.298000000001,5639.42,75.59348506748306,243.93565039996975,215.5911313167207,5962.8171772070555,4997.523822792945,12.667996462241952,190969,green,5987.29
2019-05-09,5913.244000000001,5736.523999999999,79.5060368667212,270.2784210291102,226.5285892591986,6093.727896969476,4961.663103030523,17.24968795378885,227841,green,6209.18
2019-05-10,6032.786,5841.776,81.82700263139468,300.931834815141,241.4092383703871,6245.535763121416,4918.015236878584,20.0811301700229,283074,green,6373.33
2019-05-11,6298.472,6011.0779999999995,88.06170995181522,377.5896167293795,268.6453140421856,6585.421791250526,4760.137208749473,35.090318319097996,562540,green,7076.22
2019-05-12,6522.666,6158.522,83.29339276896832,424.65813969091414,299.8478791719313,6812.639528900586,4693.936471099413,30.94453664009803,647345,red,6967.31
2019-05-13,6883.35,6360.324,88.40515592151795,522.3801090802535,344.35432515359577,7241.528002331495,4494.787997668505,44.722655669490265,588497,green,7790.71
2019-05-14,7231.026,6572.135,89.08996120023943,605.502106646486,396.58388145217384,7621.352525751717,4368.219474248283,44.68866002654351,655426,green,7947.56
2019-05-15,7590.334,6811.56,89.99215895957836,681.46000096024,453.5591053537871,7982.0681425783905,4302.500857421609,41.526220877961585,347533,green,8169.87
2019-05-16,7748.408,7023.44,80.2433020301844,709.0119694287332,504.64967816877635,8213.39035513465,4326.427644865352,34.94566382763383,666538,red,7866.59
2019-05-17,7825.998,7174.332,67.05415002600014,681.7285034775114,540.0654432305234,8317.232715890175,4428.542284109824,27.35013730127675,803893,red,7355.26
2019-05-18,7719.3460000000005,7301.348,64.85811592892588,644.7810756983199,561.0085697240827,8386.6158830914,4554.1521169086,26.265051437161063,379504,red,7257.45
2019-05-19,7759.530000000001,7495.278,73.40350104549053,679.5650445243282,584.7198646841318,8577.216890558177,4654.585109441823,39.377456665195645,583432,green,8148.48
2019-05-20,7713.186,7651.76,69.13015828827477,682.294649222491,604.2348215918037,8694.194938230035,4799.341061769963,32.58335574191328,610360,red,7938.15
2019-05-21,7720.842,7734.625,68.45111376350066,674.0029759891713,618.1884524712772,8776.863053066581,4968.839946933418,27.30940317401009,554038,red,7904.87
2019-05-22,7775.476,7800.736999999999,62.92223471873556,637.7735114788593,622.1054642727936,8799.784387623307,5159.474612376693,19.69300193148637,461337,red,7628.43
2019-05-23,7894.2880000000005,7806.817,65.35416979980408,619.9160847374023,621.6675883657153,8852.876414458835,5314.264585541164,10.956273264539542,449220,green,7851.51
2019-05-24,7857.566000000001,7808.548,66.55465815232753,607.9036155270032,618.914793797973,8900.785111818588,5479.897888181411,14.317720899457601,428676,green,7964.87
2019-05-25,7875.017999999999,7794.102000000001,67.208149978682,596.3938619800865,614.4106074343956,8919.674311578467,5685.987688421535,3.0125623980356067,264448,green,8025.41
2019-05-26,8016.93,7868.886,72.7806979282501,627.5670879820163,617.0419035439198,8992.91247238524,5899.413527614758,8.390877200046301,377306,green,8614.43
2019-05-27,8242.508,8008.992,73.93000295892826,656.1576543598021,624.8650537070963,9054.252045427638,6129.071954572361,7.178204793956327,478773,green,8756.32
2019-05-28,8415.333999999999,8154.811,72.97859309889954,667.8349624408611,633.4590354538493,9070.686706065506,6385.4722939344965,10.79311366170093,349123,red,8715.64
2019-05-29,8551.496000000001,8204.530999999999,71.27969894814193,663.7923409950708,639.5256965620937,9054.15355421554,6645.65544578446,17.544179267626163,352317,red,8645.68
2019-05-30,8600.322,8237.67,62.81316053182119,623.0549898225008,636.2315552141752,8951.40462480996,6938.025375190038,13.945531832806305,617341,red,8269.54
2019-05-31,8588.436,8302.683,66.10373896269965,606.8096578232216,630.3471757359845,8975.309079459688,7061.998920540313,4.988905906377637,416525,green,8555.0
2019-06-01,8545.986,8394.247,65.8634206622925,586.2947149995907,621.5366835887057,8948.65283875142,7246.33116124858,7.633012729666233,348375,red,8544.07
2019-06-02,8548.054,8481.694,67.95169241753737,578.0516718756662,612.8396812460978,9025.109555913363,7263.401444086639,10.387394100092724,299353,green,8725.98
2019-06-03,8442.082,8496.789,55.653730644097074,516.3322315720152,593.5381913112814,9029.050063664492,7276.286936335508,6.389125940724362,431252,red,8115.82
2019-06-04,8325.58,8462.951,48.94925868991851,427.88694664383365,560.4079423777919,9027.980759365655,7229.072240634344,-2.0948836593215887,645913,red,7687.03
2019-06-05,8169.88,8379.158,50.294777553186556,360.8532111970371,520.4969961416409,9029.560065430725,7218.483934569274,-2.365010351706932,426120,green,7776.5
2019-06-06,8018.406,8282.196,50.45509991882167,305.0352907051356,477.4046550543399,8995.709290425963,7295.478709574036,-2.9744274747333788,371485,green,7786.7
2019-06-07,7869.316000000001,8208.685,53.52296338509932,273.28933828891513,436.581591701255,8933.517134790742,7429.9788652092575,-7.358583214443678,323096,green,7980.53
2019-06-08,7824.875999999999,8133.479000000001,51.96909002641613,238.36975348089163,396.93922405718234,8931.166067452294,7406.843932547705,-9.852312386938804,250864,red,7893.62
2019-06-09,7813.0960000000005,8069.337999999999,47.438359496892076,187.11595052895336,354.9745693515366,8945.828880119272,7361.179119880726,-12.477683796026447,322175,red,7628.13
2019-06-10,7854.3460000000005,8012.112999999999,53.295451425121556,173.116236529243,318.60290278707794,8945.551332305346,7369.244667694654,-7.667760083648716,387179,green,7982.75
2019-06-11,7873.986,7946.196000000001,51.58725489549643,152.3692670248629,285.35617563463495,8931.416290845957,7409.026709154043,-4.651286528634014,309059,red,7884.9
2019-06-12,7903.408,7886.362000000001,55.405746089292336,153.74199157812745,259.03333882333345,8931.491888508348,7436.564111491652,-4.995441262419634,361980,green,8127.64
2019-06-13,7968.392,7896.634,56.78048183236996,160.31672458620596,239.29001597590798,8937.448261455122,7455.97473854488,-3.8100109198543417,341246,green,8218.54
2019-06-14,8172.7660000000005,7992.931,62.66391047738485,198.0593589989603,231.04388458051844,8989.52820784689,7466.3537921531115,-0.8707331440136187,410072,green,8650.0
2019-06-15,8337.956,8096.151000000001,64.57416708564443,238.03254141352227,232.4416159471192,9023.287442676808,7452.021557323193,8.537399794475494,335840,green,8808.7
2019-06-16,8551.642,8212.814,66.26800203598324,278.17537616665777,241.58836799102693,9063.266297991038,7431.743702008964,16.473202264073382,552319,green,8953.33
2019-06-17,8788.905999999999,8346.157000000001,70.10614457021994,335.22443044712963,260.31558048224747,9196.943596153036,7357.898403846963,19.770590882787875,462160,green,9313.96
2019-06-18,8961.508,8464.95,64.97512359745713,357.56093245665033,279.7646508771281,9271.749193354955,7326.679806645041,16.628995595053098,449730,red,9081.55
2019-06-19,9082.606,8627.686,66.92614427292847,384.86182796317735,300.78408629433795,9406.254505028526,7290.769494971475,15.975881301116592,306202,green,9255.49
2019-06-20,9224.29,8781.123000000001,69.66345521813996,422.7362979131558,325.17452861810153,9568.865384601057,7224.370615398941,20.567242912630718,350662,green,9517.12
2019-06-21,9465.596000000001,9008.619,75.11283631745323,498.86522681512724,359.9126682575067,9879.374763924168,7075.4402360758295,33.18939241989846,474344,green,10159.86
2019-06-22,9748.704000000002,9268.805,78.75520171080456,598.2666927432783,407.583473154661,10288.54748365688,6866.619516343118,34.408568475775894,923334,green,10729.5
2019-06-23,10113.608,9537.558,79.74477138743259,683.4128362169777,462.7493457671244,10689.72560864325,6744.466391356749,38.31589493842662,557935,green,10906.07
2019-06-24,10473.828,9778.217,80.57540172413437,754.3418906625593,521.0678547462114,11044.316103470448,6726.831896529549,36.036906162182376,440335,green,11056.59
2019-06-25,10934.576,10079.433,84.133306751752,862.2840057904359,589.3110849550563,11531.92185417388,6643.66214582612,43.831629462167236,597798,green,11820.86
2019-06-26,11521.364,10493.48,88.05704416892378,1038.5725118787705,679.1633703397993,12279.436387720229,6426.857612279773,51.373410404624266,1355074,green,13093.8
2019-06-27,11641.462,10695.083,64.32153866595566,1024.1519111003563,748.1610784919108,12496.48070261362,6544.759297386381,28.622725260254057,1357233,red,11329.99
2019-06-28,11940.374,11026.990999999998,69.66638161670669,1086.589652244329,815.8467932423945,12873.602391700017,6618.338608299982,38.50299274124822,883116,green,12400.63
2019-06-29,12109.682,11291.755000000001,64.80799864926391,1083.4387126591864,869.365177125753,13063.418736778025,6856.022263221973,27.79880952892218,732073,red,11903.13
2019-06-30,11916.33,11425.453,55.94801922814799,984.939843039383,892.4801103084791,13091.397218750886,7115.178781249115,19.5181439291751,711267,red,10854.1
2019-07-01,11422.556,11471.96,54.2046273985041,878.2626107954966,889.6366104058827,13055.230364511906,7425.348635488095,14.795975145562263,757458,red,10624.93
2019-07-02,11325.128,11483.295,55.62079235598099,802.0588235868072,872.1210530420676,13027.48860319639,7724.611396803607,13.929949396456065,870148,green,10842.85
2019-07-03,11233.002,11586.688,61.993245276088125,820.7366675277299,861.8441759392001,13101.778894345538,8022.467105654461,17.521304427423207,814754,green,11940.0
2019-07-04,11081.51,11595.596000000001,55.751535569314285,762.6518254013554,842.0057058316312,13079.484799870464,8294.328200129537,3.8787455147024565,643867,red,11145.67
2019-07-05,11104.836,11510.583,54.451246648069564,694.4972416795335,812.5040130012118,13028.45072554817,8561.56527445183,0.5928808452540636,564857,red,10970.73
2019-07-06,11231.148,11326.852,56.2463692868041,655.9809468356052,781.1993997680905,12983.679565081271,8836.652434918731,1.8079715355276773,470692,green,11256.49
2019-07-07,11343.826,11334.476999999999,57.198350145114304,630.2746651563393,751.0144528457404,12962.939467908118,9066.620532091883,-3.507528217067123,366769,green,11406.24
2019-07-08,11403.545999999998,11318.274000000001,62.130464636371926,669.3508870297755,734.6817396825475,12974.777637683157,9370.487362316846,-6.531335441201171,507860,green,12238.6
2019-07-09,11683.094000000001,11382.302,63.776596371319144,716.653557876145,731.0761033212669,13004.464266634219,9669.592733365782,10.70980645172679,660273,green,12543.41
2019-07-10,11910.622,11507.729,59.78237235348797,710.8430172814078,727.0294861132952,12939.607097154425,9993.574902845576,-2.356815742425977,899391,red,12108.37
2019-07-11,11927.902,11579.525,53.44032457840563,637.1258926868813,709.0487674280124,12873.82707778993,10177.65792221007,-4.706661189115803,760057,red,11342.89
2019-07-12,11998.098000000002,11670.962,56.151798101349414,605.1615826178167,688.2713304659734,12877.392276212755,10276.864723787246,8.32054246782321,537561,green,11757.22
2019-07-13,11821.529999999999,11612.537999999999,52.93503406664385,541.1965923059543,658.8563828339695,12867.84033657813,10331.385663421872,6.878445316816204,510305,red,11355.76
2019-07-14,11347.684,11515.389,44.80032166626037,390.6569948558499,605.2165052383457,12951.204201948169,10159.780798051832,-6.166921058577772,649043,red,10174.18
2019-07-15,11093.753999999999,11502.188,49.500642848882094,321.2726721259296,548.4277386158625,12930.124853427815,10082.646146572186,-9.223450586264661,732206,green,10838.72
2019-07-16,10713.094000000001,11320.498,41.49017502741473,151.6389985098849,469.069990594667,12821.624601308416,9825.725398691582,-15.307110294849927,796646,red,9439.59
2019-07-17,10295.234,11146.666000000001,43.10820393709616,35.22140238893917,382.3002729535214,12903.257636759143,9577.88536324086,-11.875326436800464,757742,green,9667.92
2019-07-18,10149.514,10985.522,49.43464576697452,20.130221355277172,309.86626263387257,12745.37872468544,9558.417275314561,-5.590819162989528,734821,green,10627.16
2019-07-19,10215.536,10781.609999999999,48.68779599773985,-1.724353202211205,247.5481394666558,12660.126652133677,9503.785347866324,-7.9075137819298815,567735,red,10504.29
2019-07-20,10195.838,10644.796,50.242337061830746,-0.005807876003018464,198.03734999812406,12658.496554732434,9494.028445267568,-12.242985308777154,461660,green,10740.23
2019-07-21,10425.810000000001,10569.452000000001,49.21617435098914,-10.687337231525817,156.2924125521941,12658.82088071152,9490.156119288482,-15.57758217263088,395452,red,10589.45
2019-07-22,10560.288,10427.761,47.49019822907935,-38.808679749596195,117.27219409183604,12663.256156751499,9435.466843248503,-14.601965417310513,389565,red,10340.31
2019-07-23,10407.838,10278.676000000001,44.297851915965225,-98.3224531782871,74.15326463781142,12583.756462547306,9307.457537452694,-13.030012633464661,448147,red,9864.91
2019-07-24,10259.636,10237.586,43.6227543667184,-151.93680611326636,28.935250487595862,12589.962923434787,9163.012076565212,-16.959281190621585,424762,red,9763.28
2019-07-25,10087.564,10141.701,44.66461790071542,-182.91025292997801,-13.433850195918911,12588.571577178154,9055.317422821849,-12.996840369997248,368176,green,9879.87
2019-07-26,9934.474,10180.142,44.242678147792155,-209.54961721167638,-52.65700359907041,12556.383022300171,8944.256977699832,-3.441849859153271,299935,red,9824.0
2019-07-27,9761.716,10161.002,41.609871187581106,-255.75208646700412,-93.27602017265716,12514.77261437072,8792.895385629277,-12.567904697233612,401418,red,9476.52
2019-07-28,9697.042000000001,10052.439999999999,42.301768977032694,-283.84926794662533,-131.3906697274508,12289.71365445578,8748.24834554422,1.0800257214561304,271327,green,9541.54
2019-07-29,9645.914,9952.775,42.02218098500374,-305.33225323183615,-166.1789864283279,11925.471905971537,8808.913094028465,-1.657854016168945,294468,red,9507.64
2019-07-30,9584.782000000001,9836.172999999999,42.82138409724384,-313.3736547717381,-195.61792009700994,11612.869092517345,8868.099907482656,-9.908103387923028,283961,green,9574.21
2019-07-31,9636.088,9785.280999999999,48.62235509396985,-275.7124889722709,-211.63683387206214,11453.909273749081,8900.82372625092,-4.0341612807719525,364212,green,10080.53
2019-08-01,9815.782,9788.749,51.69189288617827,-219.57416831488263,-213.22430076062625,11166.120515431898,9050.389484568104,-3.400672052646915,378062,green,10374.99
2019-08-02,10012.223999999998,9854.633,53.21269045487878,-161.22198924354052,-202.82383845720912,10980.673381828483,9152.635618171518,-0.6204288230266984,431322,green,10523.75
2019-08-03,10274.068,9959.991,56.14240527618552,-90.28518809940033,-180.3161083856474,11069.123211494438,9128.453788505563,4.608662602958723,348893,green,10816.86
2019-08-04,10545.072,10064.927,57.24765805315648,-24.715042609268494,-149.19589523037163,11088.146180514017,9118.481819485984,10.788947897142496,353721,green,10929.23
2019-08-05,10894.725999999999,10265.407000000001,64.87830756602469,98.69980120903165,-99.61675594249098,11414.48153494567,9031.06746505433,21.156004949156415,622610,green,11828.8
